id,sentencia original,label,len_chars,len_words
798751449454780416,"@xkidas @NCouto2000 @GonzaloCelis claro q me miro al espejo, no soy un asco como tus jugadores terrajas",N,103,17
792997729307725824,"Entre todas las miles de personas a las que le podía haber pasado eso, ME PASA A MI -.-'",N,88,19
810300019551141888,@YurikitoKSP tengo una amiga que dibuja genial.... s necesitas te paso su nombre,NEU,80,13
765941863094292480,@GianSesarego son diferentes carreras pues,NEU,42,5
802132941933416448,"Buenos días!!! Lo q hoy seas capaz de sembrar, será lo q mañana cosecharás. Tu futuro depende de lo q realices en tu presente... Besitos",P,136,25
801863340414955521,Juro que el próximo cuatri busco aparta con alguien no puedo con esto de estar sola,N,83,16
770910691960160256,"@SigueLumen ¡Encantados y felices, un abrazo desde Plasencia!",P,61,8
815203761501114369,Y bueno las cosas llegan cuando no las dices..... recierto,NEU,58,10
809632174085439488,"@katy_mili JAJAJA yo mentiroso jamás amiga, pero ya pz esperare tu inciativa para que me digas franck vamos a perdernos jaja",NEU,124,21
809179346153914368,Amigas normales? Eso que es? Las mias son unas locas toditas *-*,NEU,64,12
801847869963640833,"@carodominguezuy @Zanocchi @luciabrocal fue whatsapp! Si no lo convencemos, se van las dos con Feli en fin de semana de disfrute total",NEU,134,22
770080368636592129,@apr15__ seamos como seamos siempre vamos a ser criticados....la vida es asi,N,76,12
784605890418794501,@pamearcep Esa es la respuesta correcta jaja,P,44,7
798226790539923457,"@Residente y fui a buscarte xq habías agarrado x otra calle, venias hacer un concierto, y bueno pues te encontré al final! Jeje saludos",P,135,24
811428168812888065,Extraño que me hable y me alegre con sus canciones,N,50,10
801607174636077056,"@Brenes0791 Yo estoy super ansiosa, el asueto me da la tranquilidad de estar con mis papás, nada más",N,100,18
801122512776073216,"tengo como 10 horas de estar mareado y con ganas de vomitar, ya esta bueno verdad.",N,82,16
795862004519104513,@BreNdiiuXx @BaldiHotSpring1 ya se no quería salirme de las aguas termales mañana voy a Monteverde a ver que tal,P,112,19
808012377312600064,@andrea___cr @ccssdecostarica Ufff... hay una discusión enorme sobre esto. La Clínica Mayo dejó de hacerlas por años por los resultados,NEU,135,20
796808352059846658,Mi hermana me dice que soy adoptda,NEU,34,7
805234114978791424,"rama diciendo q mica se quede alla, tranqui q nosotros tambien queremos q se quede para q no este con hipocritas como vos @ramironayar",N,134,24
819023092399775744,"Samantha dice de broma que nací castigada,pero a mi me parece muy real",N,70,13
773603977241976832,Ay pues yo le di unf a Machi porque hablaba más de Tokio Hotel que de ytbers Me alegro de tener un seguidor sin cerebro menos,P,125,26
774008937339289600,No quiero hacerme otra credencial,N,33,5
768586174470455296,No entiendo de verdad porque la gente cree que en realidad me la suda,N,69,14
806666600367669251,"Espero que @Uber_UY no me pida que la borre y la agregue de nuevo, son demasiados números para escribirlos de nuevo",N,115,21
774619666505400322,"@Fiorela_Gue aw ! recién veo esto, sorrry ! tu pues me dices algo y luego queda en nada vamos hoy a la reu de mi prima? le dije a Mari",NEU,134,30
812721534980780032,@Militadq no ayudas ya voy.. y tomo foto para mostrar,NEU,53,10
807254954226384896,Porque si estaba bien me tiene que dar calentura de nuevo ??,N,60,12
816577493008138242,No hay nada más triste que tener ya +500 en el casino y quedar en ceros,N,71,16
815182704023048192,"El último día de trabajo, al fin",P,32,7
801509591121068037,Si la U cerró todo... entonces yo estoy libre hasta el lunes,NEU,60,12
818306225863622656,"@aimeraus @GLaveaga @debatelibros No, no sabía que existía, lo leeré ya acabaste el primero?",NEU,92,14
816488017099505665,Que lindos recuerditos al mirar nuestras fotos de un 3 de enero 2016 conviviendo ella con mi familia. Hoy hace un año.,P,118,22
794751340199215104,Cómo todo los VIERNES siempre esperando @Rapperground RAP en la radio a la media noche 12:00am vía los 102.7 FM radio filarmónia yeahh,P,134,23
814717434737360896,"No puedo dormir, lo malo de dormir Por la tarde",N,47,10
779269749008105472,"@Maapolinski Bastante ridículo. Incluyendo eso de que parte de la morosidad es de ""afiliados que murieron"" y no fueron dados de baja",N,132,22
816557392078852096,Estoy esperando aún el directo de @ZooEvolution @WillyrexYT @vegetta777,NEU,71,9
791806103747198977,Necesito urgente ver a Seba,NEU,27,5
816892691858325504,@Horantheworld20 claro que se puede corregir,P,44,6
806672639624364037,Yo le compro una milanga al que me acompañe jaja no quiero ir solo hoy.,NEU,71,15
770332560769552384,@y2konya justo esta mañana no ha podido insultarlos porque estaba en comisaria AMPLIANDO LA DENUNCIA POR ACOSO,N,110,17
793119315646185472,@alem4p buen punto a mi la lectura me llevo a otro lado. Creo que depende de que te dieran a leer,NEU,97,21
808444195266510848,FAV si crees que me gustan los penes (como no soy famoso y nadie le va a dar FAV pues tendre la consciencia limpia),NEU,115,24
771140523562143744,"Ahorita me van a cambiar las ligas de los brakets, Tengo alfajores argentinos en mi bulto, tengo hambre , ¿QUÉ HAGO? no puedo esperar más",NEU,137,25
810651691154546688,@SheWolf_byu ni me lo recuerdes pero eso no cambiara por los siglos de los siglos,N,81,15
803754205341253632,@mvdsister Que buena pinta!! Un buen vinito y estamos!,P,54,9
795458175348641792,@grisel_ok si hermoso y esta muy agradecido,P,43,7
815718554502909952,15 días sin uno de esos abrazos mágicos,N,39,8
796176245427990528,@SibylCollantes me dejo pensando tu twitt,NEU,41,6
804669895543664640,"Buenos días!!! Cuando la vida es dulce, da las gracias y sonríe. Cuando no es así, da las gracias, crece y aprende... Besitos",P,125,23
765214517403975680,"Que haya una planta de tamarindo afuera de la que posiblemente va a ser la casa en la que vivas de vez en cuando, es una buena señal",P,132,28
802349199538802689,@SBecqer Hola! la lvl 30 me la regaló noska en el 1er megaSorteo. La lvl 32 me la regalo también pero era lvl 30.Y la lvl 27 se la compré,NEU,137,30
767731034419003392,@ToniThrowdown ahora tengo un dilema. Ayúdame Toni Y en 3DS porque me salió a 25 euros nuevo https://t.co/2bSRMWnrZ5,NEU,116,18
810701756791484416,@SanzZeriTica y qué? No será la primera vez,NEU,43,8
811670481153593344,"@TheCR_MAN ¿Se refieren a cierto ínclito lanudo, no? Digo para poner a enfriar las mías.",NEU,88,15
800548175346073604,"Mae eso si es cierto, ahora nadie (la mayoría) busca tener algo serio",N,69,13
759840591865716736,@joelalsolo ta bien hablo de penarol ! viste que le ganamos a lanús que fue el campeón de argentina y ganamos la copa río de la plata ?,P,135,28
800908849813344256,"Exijo un beso como el de Carl y Enid, que lindoooooo. Wtf #twd",P,62,13
759950446383468544,"Estoy emito hoy, lo siento",N,26,5
768571999690031104,@mafolu2 no creas. Pero me gusta tener a la gente engañada  @GranCTimes,P,71,12
807080423872430081,"ya esta hannibal s3 en mix up pero esta muy cara y no vale la pena el gasto si fue la temporada que menos me gusto,esperare una oferta",N,134,28
811086379199397889,Para mi mamá toda la ropa que escojo es fea hasta que me la ve puesta,NEU,69,16
797970205573906432,"@PALMERPATO Que lindo ""mundo""ése entre la profe de teatroa los 22,23,aue lindo....""nostalgias""",P,94,12
768596566378774528,Es conveniente tener un Gobierno democrático que cumpla su función politica. NO lo es tener un Gobierno que representa la #corrupciónPP,N,135,21
771871884451295233,Sabían que su after fav Teatro G. fue construido para mi y un día de estos (hoy) les voy a dar el placer de que me vean ahí metido !!,P,133,30
803832181068091393,No #SoyUnicoPorque mi DNI dice que hay 5 personas que se llaman igual okno . Soy único porque soy como soy con mis errores y virtudes,NEU,133,26
784244447315918848,"@metrokosmiko Pero retomas y ya (y bueno, lo que dices, es mi razón para no ir a un gym, por eso prefiero entrenar en casa )",NEU,124,26
760684657172242432,@sebtsb ay seb como haces para usar zapatos sin medias otzea a mi me lastiman todo arriba de él talón btw esos son los Adidas que quiero.,NEU,137,27
787518349471313920,Esta lleno de mosquitos los odiooooo,N,36,6
784562378360909826,Y bueno sera con conducta hoy,NEU,29,6
793992016233373696,@SanchezMassi me parece que queres perder feo,N,45,7
819028594781364224,"@ChumelTorres ya cabrón! Sin tí se reciben las noticias sin colchoncito, puro chingadazo. #extrañoreirconChumel",N,111,14
761821403175944192,Informatica (computación) - 8 No se porque tengo esa nota si yo lo único que hago es entrar a hangouts y chatear con gente rara,NEU,127,25
802177481025404929,@dnapa estoy tomándome un jarro REPLETO de eso,NEU,46,8
818249339483078656,@Soul_Vedder que bueno que mi primer boda del año es en abril jajajajaj  al menos será la mitad de como le veo ahora,N,116,23
771789930569891840,@Adrimoeg Bienvenido de Arriba Sánchez jajaaa,P,45,6
791712131959914496,@mister__lemon Me parece que está prohibida la importación. Debe ser como la marihuana. Podés usar pero no comprar @progresismouy,NEU,129,19
817804350953287680,"@DaniaRoberta A los delincuentes llamados ""POLITICOS"" solo les interesa ATASCARSE de dinero y propiedades... eso si, los domingos a MISA!",N,137,20
816120405463138304,Not Myself Tonight era hermosa pero el video rip off de Bad Romance arruinó todo para mi Queen X,NEU,96,19
771041317803724800,Cuando le mandas a tu profesor algo para corregir y te lo reenvía corregido y está todo mal  solo me queda llorar,N,113,22
816290106575159296,@RociYAxel Feliz cumpleaños que la pases súper bien,P,51,8
790698154161233921,Te banco! Jajaja no estoy enojado contigo ni ahi te quierooooooo @AgustinINeedYou,P,81,12
755596268034859008,@MarioGorgo @Dennis08481468 @huesopintos eso fue lo peor ! y el cooper no me lo compro ni loco ! tengo mejores opciones y mas baratos !,N,135,25
790041443872243712,"@cuervotinelli Papá estoy muy contento !! , voy hacer el curso de producción televisiva que dictarán @elchatoprada y @hoppefede , besos!!",P,137,21
787315110645760001,"Si me pagaran por fumar tendría la vida resuelta, pero desgraciadamente tengo q pagar para fumar",N,96,16
767731763766525952,@DiegoPajaron @miguel_prat doble sub-campeón de Europa  algo es algo jaja,P,73,10
802390304548589568,"Qué ganas de joder Fidel, si ya teníamos el programa del martes todo armadito! cc: @Tedigolaotra",N,96,16
815318289010266112,Después de algunos años pasaré el año nuevo con mis papás,NEU,57,11
782059737164685312,@felipellambias está claro que hay clientes que pagan agencias para hacer lo que quieren y no lo que corresponde. Queda camino x recorrer,N,137,23
757282762348957696,"@perezfedullo si ! y el que votaba observado era uno adentro de otro, pero si votó mucha gente y eso esta muy bueno !",P,117,24
772787607428329472,@LadyEternalSed son mucho más emotivos,P,38,5
814335414383284224,"El era como un profe de ingles gratis para mi , noooooo #VideoMTV2016 @AbrahamMateoMus",NEU,86,14
769602909571022848,"@MrSantiagus tranquilo, que yo si que te vi la única vez que he ido a chocochurros pero no sabía quien eras todavía! Jajaj",NEU,122,23
777333316102025217,"Ni siquiera subi a la montaña mas alta porque ""es muy peligroso"" solo el camino es angosto, oe, yo queria mi foto con la llama",NEU,126,25
789633490648129537,Con lo que voy a gastar comprándome algo para halloween me compro una mudada y de paso la entrada en 5 mil,N,106,22
805236538233749508,"Bueno mi mama se quedo en casa acompañándolos, y bueno ella quiere ver Gisela, lo que tu desees madre! #nojuergahoy",P,115,20
807601503599005696,"Es raro que le sigan dando like a mi comentarios de octubre, pero me recuerda por qué lo puse",NEU,93,19
812820649563525120,Lo bueno es que el próximo año todos los fanboys de Bombama desaparecerán para siempre.,NEU,87,15
795661212101017601,Llevo más de una semana lesionada,N,33,6
808196261895688192,"Digan lo que quieran pero Rápidos y Furiosos nunca ser lo mismo sin ""Paul Walker"" no hay remplazo por el",N,104,20
772025757321363457,@MsVelouria21 Pero pero porque eres muy guapa,P,45,7
817229332057886720,@Yo_Soy_B es que aquí no hay así que diga edificios y lugares históricos y los que hay son como 3 y ya no esta chido por eso lo digo.,N,133,29
809890966651961345,@monich16 las que podrian llorar al verla aca son las feministas es medio brava la pela. Buenaza!,NEU,97,17
796074815740329988,"@fioteca Sí, no sé por qué no me caía para nada que Taylor esté con Ryan y el supuesto activismo de Summer. Extrañaba a Marissa.",NEU,128,25
816527112169353216,"A esta hora Twitter esta lleno de gente sentimental, que no puede dormir y que se siente de la mierda que pasa aqui diablos",N,123,24
816275876882976769,"Mames, hoy si me dio frío",N,25,6
793545663921414144,"@cuervotinelli PAPÁ ME VOY A DORMIR UNA SIESTA ASÍ DESPUÉS TE VEO A LA NOCHE, tu nieta está en mi cama toda despatarrada ...",P,124,24
769598400572624896,@ciberchenet Porque nunca nos toca un arbitro bueno? Hay alguno que sea bueno para el Valencia?,N,95,16
785948135151460352,@sara17almada1 feliz cumple sara ! que lo pases muy lindo !,P,59,11
792549397917790208,@ColifaBack @crisacmol @UrtubeyJM @JCanoOK esta ocupado con su flamante casamiento,NEU,82,10
786055233340313600,"@ElCatoEnCorto @BooCr2012 @jchidalgo tengo criterios a favor y otros en contra, no lo tengo tan claro en cuanto al resultado final",NEU,130,21
813967100633055232,"Todo el dia esperando llegar a casa y comer helado casero, pata encontrarme sin luz y el helado hecho agua putamadreeeeeee",N,122,21
769932555697160192,Pues me han metido un buen repasito en la final de hoy del torneo de Liga Playstation jejejeje se notan las vacaciones,N,118,22
798730168063979521,Diría que estudio también Pero es mentira jajajaaj y yo por ahora mentiroso no soy y Odio Las Mentiras,NEU,102,19
814130503158734848,"La tierra del olvido es una bonita canción, pero cuando la pienso Iquitos sería la tierra olvidada porque seguimos tantos años hasta las",N,136,23
769885657816788992,"@GothicNekoGD Para Nigtwish tengo asiento, aunque fueramos juntos no podríamos sentarnos uno al lado del otro Para los otros tengo pista",N,136,21
802334083430772737,"@GiuliJs7 camara del orto esa, yo solo queria un icon",N,53,10
768545629522067456,Dio tener un perro es la ilusión de mi puta vida,P,48,11
792793258619461634,@Diegourug grande guiri!!!!! Jajaja estabas en la multitud,P,58,8
782285376438272002,Una Fiat Panorama del 78 encendida fuego al lado del cajero me dio una lastima solo quedo la chapa y el chasis y un poco el motor,N,129,27
819120929846530048,Estoy muy celoso. Pinche Carlos.,N,32,5
797852185413451781,"Ptm, en serio Rafael se pasa!! En fin, mejor no me meto en ese asunto",NEU,69,15
809229647930150915,".@mczorro es eso: para no pagar precios AB y luego quejarme de la mala proyección (de bodrios), siempre me queda elegir otras pantallas",N,135,23
818690476639285248,@Aliciamares98 Lo mismo me pregunto ya tiene que empezarrrr,N,59,9
791791539777335296,"@LeoVeigaSanchez Es cierto, no es su estilo. Su estilo es no comprometerse con nadie y quedar bien con dios y con el diablo.",N,124,23
802674602111537152,"Si crees en tu propio éxito, lo obtendrás; confía en ti. buenas y lluviosas noches , #netflix , byeee",P,101,19
808497484494356480,Hoy estaré en @RadioLaZonaFM en zona de Humor ups! De Amor 90.5 Fm solo para desearles Feliz Navidad y si quieren les doy una noche buena,NEU,137,26
810544980901187588,@alexime pero podrías rescatar las cosas buenas que te pasaron ánimos,NEU,69,11
770348223919718402,Me habría gustado hacer alguna de las de los Targaryen pero como están  en paradero desconocido pueh no hay imagenes buenas de ellas y,N,134,24
809212343636938762,lo mismo pasaremos con Angie y SR,NEU,33,7
807098658181234688,"@lamascarada @cuervotinelli tal cuál :/, No seas malo Papá...",N,61,9
797442154998198272,Ya no es tan divertido,N,22,5
812667210581872640,Es increíble que ahora entro a wpp solo para el trabajo,P,55,11
812462214636445696,Que bonita tarde noche de regalos,P,33,6
800837347952578560,De qué sirven los feriados si al final toca recuperar con horas extras,NEU,70,13
798332976346107904,"No creo el amor a primera vista, pero si el querer en la primera noche",NEU,70,15
788130124306735106,@TipicaLoca se ve que hoy no es tu día...que termine rápido,N,59,11
769839602299498500,@dani_xelcox la parte de acción se me hizo muy pesada. Pero los momentos bonitos son muy bonitos,NEU,96,17
816319498827481088,Por lo regular lo primero que digo al despertarme es perdón me quede dormida o ya se me hizo tarde,N,98,20
794599197932589056,@Yeesus_ @laMaquinaPeru @CSerranoTV ya no es lo mismo,N,53,8
811786773537968128,@Jefersonserrano @luisricardo_28 @danielugalde07 @Stedich7 nombres yo llego hasta las 10:30 sábado a las 7 AM mejor jajaja,NEU,122,17
774595982600253441,"El amanecer respirando o2 puro, es más que un regalo... más si es a las 6:00 am frente al mar... preparando la mente con meditación.",P,132,25
803438813267668992,Dibujé a Chikorita (mi pokemon fav) y lo malogré con 'mi técnica de pintar con acuarelas'...tmr!,NEU,96,16
766465353228685312,"Se siente la risa a carcajadas de fondo ,de la madre y encima aplauden ,un horror con esos amigos ,no precisas enemigos nena",N,124,23
801638200334811137,@NeneAlfaroB Amén! En serio hay q hacerlo,NEU,41,7
817432152983879681,@SancadillaNorte @TigresOficial chale...en mi trabajo si falto tres días seguidos me corren...,N,94,12
795490536283115520,@lorenacionaaaal jajaajja soy mas bueno aparte lo que yo haga o deje de hacer no tiene nada q ver con la persona que este jajaja es chica,NEU,137,27
800475290464043009,Ay la canción de tercer cielo,NEU,29,6
813482346913656833,"No quiero saber cómo quedaremos en la copa libertadores #futbol a prepararse bien, la plata no llega sola",NEU,105,18
796749746815827968,Me siento tan cansada y saber que salgo hasta las 6,N,51,11
784352882694950912,"@AlpioCosta hola, hace mucho q no t veo @arribaarg q pasó? te veía todos los dias desde Uruguay.la verdad q se t extraña chiquilin. volvé",NEU,137,25
818855413433012224,"#JamasMePreguntes porq soy linda contigo, Si pregunto como estas es educación, no porq realmente me interese",N,108,16
802591645979930624,@ashzamc Chao con ud!!! En serio no te puedo,N,44,9
812669686232088576,"Pero qué rico es dormir hasta las 9'41 am , te sientes tan vago",NEU,63,14
805798188435308544,hay un monton pituelistas en mi inicio q piensan todo lo contrario a mi y no me pongo densa a comentarle todos sus twitts,NEU,121,24
812338429056917505,"Ojalá que al chico de lado, que acaba de salir de una entrevista, lo llamen sería un buen regalo de Navidad",NEU,107,21
798261817260863488,@solounrobot @TVyNovelasMex ¿Será solo digital entonces? ¡Perfecto! De verdad muchísimas gracias Un abrazo desde Costa Rica. ¡Pura vida!,P,136,18
770610134057885696,"Hoy, en las desventuras de Albert Sin agua que salga de ningún grifo en el piso. Ha decidido que no sale hasta nuevo aviso",N,122,24
770138191689093122,Me dijo que no le había gustado no se cuantas cosas pero me estuvo hablando todo el tiempo de eso JAJAJAJJA no entiendo loco,NEU,124,24
815794819016425472,"Dices que me.entiendes pero se que pasará lo mismo, te enfadaras y ya no me vas a hablar",N,88,18
771366862357692416,De verdad hay que esperar hasta el verano que viene para ver la nueva temporada de juego de tronos?? Que habremos hecho para merecer esto,N,137,25
769909114109648900,Gracias por compartir querido Pepín  @CliftJose,P,47,6
801619559253950464,"@AlejVillalobos no imagines, hay varios live action desde hace más de 10 años",NEU,77,13
806313129311399936,"@KarenTabarez No, yo no soy importante",N,38,6
818620143123075072,@Tribuna_I Apenas inició el torneo y ya están diciendo si YA VA LA BUENA para @Chivas Hay equipos mejores que el Rebaño,NEU,119,22
806143026766737408,@bostonriver de parte de un parcial de Fenix.. mucha suerte y ojala clasifiquen a la sudamericana,P,97,16
767473312087805952,tio os quiero mil a los que me habéis hablado,P,45,10
772088536048820225,Hoy me he tenido que lavar el pelo en un cubo de agua porque no se que le ha pasado a la caldera pero no salía agua caliente,NEU,124,28
799413192879378436,Quieren que les suba links de vídeos motivaciónales ? Les levantará él animo para los exámenes,P,94,16
798562479022440448,"Viendo FOX pasan portadas de periódicos deportivos solo en CRC no, porque no tenemos periódicos deportivos",N,106,16
789675046952439809,no puedo entrar a terra,N,23,5
805546029877698560,Lo peor de recibir clases en un restaurante es el fuerte olor a comida y el hambre que me tengo.,N,96,20
758779395511230464,"Personas que dicen que el 29 de julio sera el fin, lo que no saben es que se acercan dos fin, el fin del mes y el fin de semana Buen día",NEU,136,32
807179018630037504,"Ya perdimos al tío y ahora la abuela en estado grave ,preciosas fiestas voy a pasar.",N,84,16
812783259906179072,@Artux_Creed #senpainavideño ARTUX ME VOY A BAÑAR SALUDAME!!!! PLISS!!!,NEU,71,9
807645652872265731,@andresantoniuk @LaPasiva lindo loop-hole para forzar efectivo sin ser sancionados Hats off.,NEU,92,12
811638449077948416,@Bejardo ahh no eso fijo... Pero en este caso en especifico hablo solamente de vestimenta,NEU,89,15
802300439341465601,Me llena demasiado ver tanta gente con la intención de ayudar y moviéndose que lindo todo,P,89,16
818658444475412480,"@Juan_S_Alba Lo sé Pero pues bueno Lo que importa es que ya me dicen ""SUEGRA"" jajajajajajaj",P,91,16
818630797339033600,"@MiBiciPublica Hola! la estación GDL - 111 tiene 2 puertos que no sirven, y los demás siempre están llenos a esta hora.",N,119,22
809237684421935104,"Iba a contestarle algo igual de grosero y estúpido pero luego recordé que se supone yo soy la racional, que aburrido",N,116,21
770612909105905665,Echo de menos las sudaderas y los pantalones largos,N,51,9
805965397921071104,"#Guerrero es, de leeejos, la mejor película comercial que ha lanzado @Tondero hasta hoy. Lo cual no será decir mucho, pero es lo que es",P,135,25
798304922399895553,Cuando hago desordenes con el horario de la comida me agarra un dolor de cabeza permanente,N,90,16
817042475231641603,@ilazo @lorenadcw no tengo catálogo de modelos de polvos azules amiga,NEU,69,11
772422073620856834,iba a ir a la feria pero me encuentro que llovió y esta bastante feo así que procedo a meterme en la cama otro rato,N,115,25
813597935187304449,El quinto día #cousins #Holidays @ Previos Restobar-Pub,NEU,55,8
806979961609392128,Hola me complacerían con #ParaOlvidarte de @MauYRicky por faaaaa Saludos desde Liberia @radiocientotres,NEU,103,13
814958162994401280,Hoy soñé que @wendyvasquezl era mi profe de actuación y fui extremadamente feliz.,P,81,13
793311961186381824,@PauArce21 en serio que una se va a graduar en el tiempo de Dios,N,64,14
770369070730477568,Buen viaje a todos los cod players que van mañana a bcn pasarlo bien y disfrutarlo que yo no puedo,P,98,20
799286093090689025,"@elojodeava hay escabio gratis, pero igual dudo, es duro marchar...",NEU,67,10
768520829688770560,@Boardgametotal los ábacos si están permitidos. Sobre todo porque la mayoría no saben usarlo,N,92,14
818526072690114564,"@FidelZevi esta bien, no insistas",NEU,33,5
775491399189950464,"Hoy transité un rato largo. La frase que más escuché fue ""arrepentido... de haberlos votado"".",N,93,15
760332726079807489,"@Alita_ntvg Te amo con todas las letras.. halla y acá. En buenas y no tanto. Ahi estoy, siempre con vos. Como vos conmigo, bombonazo.",P,133,24
796289138936844289,"El Turrialba me odia, en definitiva, es el milésimo ataque de asma en el semestre",N,81,15
817434506974167040,"Es como si ya me hubiera ido a vivir sola,",NEU,42,10
770969925481537536,@erchache2000 @Sharker es que hablo de sus correos corporativos en sus PCs,NEU,74,12
817357729861750785,@1maaariii1 Puebla es un caos aiudame,N,37,6
