id,sentencia original,label
819356570735833089,Me duele ver este tipo de documentales. Encabrona ver el nivel de estupidez humana que existe en nuestra sociedad.,N
819494275297656832,"Por si no sabes, al tirar eso a la basura fue como si hubieras tirado un pedacito de mi corazón...",N
819401717938847744,"Tengo dolor de estomago no se que me aria mal si los tacos,los esquimales,el esquiete,el chocolate, las empanadas o el marquesote",N
819365162302013443,"tomando en miércoles?... na, sólo olvide mis llaves y estoy esperando a mi vecina en restaurant coqueo de la esquina de casa",N
819229697615728640,"@DianAngel01 En Mexico disque solo aumento la gasolina, pero si aumenta la gasolina aumenta todo y todo es TODO bueno menos el salario",N
819318086398394368,Me acaba de sacar un pinche pedo el señor de los camotes o no sé que venda en su carrito que chifla muy feo,N
819248690011324416,"@lili_blend jajaja ño! todavía no, esta semana queda eso, pero creo ya tendré nuevo número! roji el viernes no puedo, iré al a las 6",NEU
818737685502300161,"De verdad espero que Voice no esté tan estresante, porque hubo unos capítulos de Awl en los que me desesperé tanto que ya no quería verlo",N
817529737341829120,"Un soldado en cada hijo te dió dice el himno, pero no es así, te hemos fallado México, unos en hechos y otros por limitarnos a observar",N
819374430971449344,Aun que vengas de rodillas &amp; me implores &amp; me digas aun que vengas &amp; me llores que te absuelva &amp; perdone este es el ultimo adiós (,N
806359391108820992,"Le dije a mi mama de la perfo en la nariz y me dijo ""ve a verlo"" no sé si me lo dijo así buen pedo o en plan ""te voy a partir la madre""",N
796949142136299520,Me pone muy feliz,P
818977703604928513,@yisusdude jaja a buena respuesta,P
819448445522079746,Ni está tan bonita su novia,N
819358547687407616,@dianagaabriela Es que ese lugar es grandioso,P
819403310507565056,Qué feo es que te dejen de hablar,N
819433339308347392,"@elfilosoflow Lo bloqueo ALV!, no soy tan tolerante maigo",N
819438719832887296,"Ya quería ser amable, mi amor. Pero no pinches puedo.",N
819388348640927745,me duele la cara y no precisamente por ser tan guapa...,N
817115807436120064,$gruma manipulada..????..No creo..!!!..Todo el 2016 estaba pal perro..!!!...Ahora resulta..!!!...o reportó el trimestre..??...,N
819371799536431105,@GigiIsMyLife19 Me ayudarias con un RT aquí por favor? Te lo agradecería mucho,NEU
819399670585847808,"Me la paso haciendola de pedo a todos, por todo, que feo ser así.",N
819407780545183748,"Si te vas a sentir sincitiotrofoblasto para invadir, primero fijate de que célula germinal provienes",N
819381281515507712,Amigos esto de ser maestra es muy difícil y más cuando no fue lo que estudié,N
819356168900530176,"@alruizesparza Ese Sr. J.A. Gurria parece CANTINFLAS 2da parte... Le falta MUUUUUCHA, pero MUCHA CLASE y ETIQUETA!",N
819410266261716992,"Extraño tener con quien hablar de dibujitos, y colores, y diseños, y esas cosas bonitas de madrugada #LauraSad",N
819384649105473536,Bueno la Pop no me respondió hoy pero estoy seguro de que se irá a dormir contenta de existir,NEU
819425281026965504,"@fer_zamruv Me late la idea Fer, ¿qué día puedes? mil gracias, que tu semestre también sea bien bonito, disfrútalo mucho...",P
819390259435802624,La niña con déficit de atención que siempre está en su rollo mental. Perdón por ser tan poco atenta así nací,N
819420176479203328,Me quede bien agusto acostada en la sala (algo que rara vez pasa) y mi mamá no me quiere dejar dormir aquí,N
819188449987149824,"@MrAtigrado Eraaan? y yo apenas pasaré a segundo no manches. Ya no estudias allá? pero son deliciosas, regresa por una a la semana",P
818848689359876096,"JJ estará hoy en Coyoacan, ya tengo foto con el y autografo, pero es un buen tipo, quisiera poder ir para verlo otra vez",P
817561094151634944,"¿Se venden? ¿No, verdad? Bueno, pues sSu tiempo tampoco. El mío tampoco. espero puedan cachar lo que trato de decir. NO ES QUE SEA CODO.",N
818935947576406018,"@lunaelumen_ es broma amiga, lo sabes A mi también me gusta y mucho verte tan pero tan feliz. Te mereces lo mejor Te quiero y extraño.",P
817386878181765127,"—Mi celular no sirve. —¿Por qué lo dices? —Es que no me llegan sus mensajes. —A lo mejor no te ha mandado mensajes. —QUE NO SIRVE, DIJE!",N
819037435136999424,"Mi papá necesita que le diga un destino mañana a primera hora y no sé qué hacer aiiiiuda Perú , Puerto Rico,Colombia o Cuba? J E L P",NEU
818965353661394944,"Creo que en este momento la mejor solución es .. ir a casa de mi papá, dormir en mi recamara y hacer como si el tiempo no ha pasado",N
811969566687563777,Unos tacawertz para desayunar!,P
818679609092816896,@XiadaniCarbajal como discada sin tortillas,NEU
819327553295052800,Tengo la peor risa del mundo,N
819302271590744067,Se dice fácil pero hacerlo es complicado...,NEU
819398613126221824,@andrearvenegas te extrañooooooo nos extraño en San Miguel,N
819370016537767937,"Cortar el cordón, es lo mejor que puedes hacer!!!",P
819390490877431808,Porque crees que los hombres son complicados @belindapop #AskBeli aiuda!,NEU
819402105005871104,"@arlenemaciel la peor noticia, nos quedamos sin americano en San Diego",N
819388886971510784,No debí cenar esos dos Hot dog me siento una pelota JAJAJA,N
819404413479636992,"@saidapg goey como nunca, papaya , una linda ensalada 🥗 ,lechuga espinacas pepino",P
819393474176880641,Estar en los brazos de mi novio es lo único que quiero y necesito,P
819319194793582593,"@ToksMx pedí enchiladas de Mole y las tortillas horribles, se nota que son tacos congelados",N
819337478339493889,@QuefishTV yo te amo pero como amiga *grita que es sapiosexual y huye a la sabana*,N
819338202792140800,@MariannaAlfa @alfa913fm @alfa1045fm wow me encantó la frase de hoy te estoy escuchando desde Baja saludos preciosa,P
819420454020517892,Creo que en el Internado si prácticaba mucho LP... Y en la carrera... Y ahorita en el SS...,NEU
803989189096329216,"Que triste es la vida, que me acabo de dar cuenta que NO HAY EMOJIS DE CARNE ASADA!!!!!!!!!!!!!!!!! #fuckingvida",N
790065968063979520,@Soria2504 Jaja yo lloré cuando se muere María jajaja. Cuando le lleva serenata es lo más hermoso de la vida&gt;&gt;&gt;&gt;&gt;&gt;,P
819384101996097538,Y este sería @jaleon69 el último intento por parte de autoridades de Educación ... esperamos ese último reporte ... (muchos preguntan),N
819382001522327558,"El año pasado hice un vídeo llamado ""la evolución gráfica de halo"", tal vez haga lo mismo pero con gears of war",NEU
818952856858292225,"La raza de Hillo ya me pegó lo de decir la ""inserte nombre"". Se me olvida que aquí en GDL todo es ofensivo",N
816711798858645509,"@luis03_ Igualmente para ti, mijito. Te deseo lo mejor para este 2017!! Mil gracias por formar parte de esto. Viaja todo lo que puedas",P
819407127294967809,"@pollo_gigante Bueno quizas inteligente si soy, pero no soy simpatica ni guapa y siento que por eso no atraigo a las masas como los demas",N
819234668570673159,"El mejor amigo de mi papá murió ayer. Me conmoví muchísimo al escuchar a mi pá decir con la voz cortada: ""Al menos me pude despedir.""",N
818508899414372352,"Lo chido de terminar todos tus estudios, es q ya no te tienes q preocupar de la escuela y cosas de esas SOOY LIBRE!!! UN ONI LIBRE!",P
815101033638690816,"Todo pasa por algo...y esta vez a mí me ha tocado. ""si te sientes en un abismo solo trata de salirte"" pero no, no es así de fácil",NEU
814965886339514369,"– Mi amor, te extraño. – Asómate a la ventana. – No hay nadie – Veras a un niño en la cuna. – Pero.. – Belén, campanas de Belén",NEU
819390824232337408,Me odio por estar gorda,N
819277174716899328,@Anddcampa siento no decir lo mismo,N
819398269918965760,@nenita_andy así mero jejeje para que esperar,P
819274725054697494,Ojalá @arrobasina viniera a verme y hacerme feliz,P
819367644302364673,Que feo eso de medirse vestidos regresando de vacaciones,N
819437175443980288,@vio219 recibe un fuerte abrazo hasta mixcoac desde Tlalpan 3000,P
819359537622843392,"Rarísima vez me salen granos, pero cuando salen, uuuuuy, son volcanes",N
819370592931430400,"@arturoare89 No, con el que no pica. Es que es tiernito jajajaja",NEU
819301698124410884,"@DrChaquirria Jajaja no es por simplona, pero no me gusta la coca regular",P
819323797169913858,@ClubPaniniMx @PaniniComicsMx genial espero que algun dia sacan uno de bleach y fairy tail,NEU
819417582780358656,"Y yo que pensaba que era una buen amiga, ándale es mas sisañosa que nada",N
819379258858553353,@ginabuentiempo jajajaja veo eso en periférico y me mato. Del choque o de la risa .,P
819257084894060545,Como no estresarme si los de legal están bien idiotas? ._. ya quiero irme a mi casita,N
819419136287641600,"Leave it de Bombay Biclycle club siempre me rompe mi corazón aunque no haya razón, es tan triste",N
819386244786319360,Nunca les creí a mis papas eso de que estudiar es mas bonito que trabajar pero la neta si,NEU
819253607564357632,Tomaré Mucho en cuenta sus comentarios de retroalimentación para ser mejor persona porque son muy importantes y especiales para mi,P
819042940765032449,"Hoy @AlmiVareli me contagio de una rara sepa de gripe, comimos waffles y le enseñe música chida. More days like that!",P
818902526799978496,Me desperté pendejo nivel 3: No me traje dinero porque iba a traer lunch. Se me olvidó el lunch. Muero de hambre.,N
819446679632023552,@barbaraderegil Hola #ROSARIOTIJERAS. Gua que padre Serie o no puedo dejar de verla mas que mi Familia le Gusta mas nos degan picado,P
778287021013864448,"@ArturoSolerdlm ahí te va: ""Dr. Que tengo?"" - 'Hmm como se dice 2+ en ingles?' - ""two more"",'pues eso, tienes un Tu-mor' maligno -",NEU
818898318210322433,"Me siento un tonto apenas viendo las de Star Wars, lo siento Es que se me hacían un buen.  Pero ya vamos con todo",NEU
786898106415583232,"Buenos días!!! Lo que sea que venga, déjalo venir; lo que se quede, déjalo estar; lo que se va, déjalo ir... Fluye con la vida... Besitos",P
793310653989597184,lo que más me duele de haber ido a hacer mi examen esque no pude pinches votar PERO YA ESTOY AQUÍ PRROS!!!!!!!!!!! a darle toda la noche,N
787867649464074240,Puedo ver ''El sexto sentido'' una y otra vez como Drew B. en 50 first dates y una y otra vez decir... Noo mms!! Él era un fantasma!!!,NEU
810209278913028096,"Llegué cómo Don Verga a la posada, lo primero que dije fue ""no voy a tomar"", eso fue a las 9, para las 11, ya llevaba un doce jajajaja",N
817435848312356864,@VictorVonKiddox ninguna de las anteriores,NEU
819415949682110466,@SritaAsesina Y espérate al frío europeo.,NEU
819347525194960896,"@_zylx jajaja entonces lo cambio, pinche grosero",N
819263433132699652,Cuando uno está drenado uno anda todo cansado,N
819441992765763584,Alguien que se desvele conmigo hoy? No? Nadie? Okay,N
819394069168320514,"@SoyAlexCampos ya no me escribiste, mi estimado! Un abrazo virtual",N
819427047445381121,@astridvargas0 es exactamente lo contrario a la mente y la lógica,NEU
819275108397223937,Ayer me quedé dormido y ya no vi el younow de @FaOrozco,N
819290762953117696,La vieja del.aseo no ha venido la jefa Y está todo bien sucio,N
819281360452022280,"@LupitaRojas13 ya flaca, ya estamos a mitad de semana, ves como se pasa rápido",P
819415190085115904,Lo primero que me dijo que no hiciera y fue lo primero que hice #perdon,N
819418542030262272,Porq hacen comida con mucho chile si saben que me enchilo devolada y no me gustan?,N
819259226233143297,"Si vienes, por ejemplo, desde las cuatro de la tarde, comenzaré a ser feliz desde las tres.",P
819033331346112512,"Entre la canción De ""puro puro chantaje"", ""la bicicleta"" y tus pinches mamadas me van a volver loco",N
779494837418463232,Quien se va de party hoyyy.?? Yooo..!!! Quien trabaja mañana..?? Yooo...!!! quien ira cruda y desvelada al trabajo..??? Yoooo...!!!,P
819046867522572288,"Les platicó algo bonito? Bueno pues, el último día de clases del semestre es mi cumpleaños, es como mi regalo",P
819394643079155713,"@JMzarrabal si claro, en este caso le agradeceríamos nos lo traiga a diagnóstico a cualquiera de nuestras sucursales es total GRATIS",NEU
818825850464440322,#EsteMartesTeinvito a que te bañes puerquin!! y a sus kindergardeanos! Ya los vi!! Es muy tarde y agua fria! Mente fria! Emprendamos!,P
818919758255026176,Me caga vivir tan lejos de tod porque sino ahorita los invitaba a mi casa a ver Breaking Bad y a comer dulces,N
819231878162976768,Muchas veces dije que ojalá pudiera borrar ciertos recuerdos de mi mente pero ahora se que se siente culero no acordarse de las cosas,N
818662526661509121,Wtf Clearest Blue de Chvrches en el comercial de Bonafont; digo no me molesta escuchar la canción cada 5 mn pero porque en un comercial,N
819006268933279744,"De mis propósitos de año nuevo voy muy bien, excepto lo de retomar lo del gym, la carga de trabajo me ha impedido continuar esta semana",N
818617147962310656,"@karoconc ash, es el jueves, es de voz en voz, en sus nuevas oficinas, pero es en la noche, no sé si puedas ir, pero estaría padre",NEU
818954619686567936,@puntoguionpunto Una vez salí a comer con mi ex vato y me la hizo de a Pedo en un Carls Jr. A veces no es porque tú quieras,N
819222029803069440,Amo q seas lo primero q veo al despertar y lo último q veo antes de dormir. Buena idea pegar tu foto en el techo de mi cuarto @La_Gr0sera,P
819320566922539012,@AntonLofer acostada en cama enferma!,N
819409537853595648,@MaryAbelToluk lo malo que están lejos,N
819261258507505665,@LuisDaHernandez lo que callan los machos alfas,N
819242956657868800,@RichRuiz_ qué feo tirar tan deliciosa comida jaja,NEU
819372207855923201,Me comí yo sola una bolsa grande de cheetos,NEU
819325335355424768,Muy posiblemente suba un vivero de una canción bien chida,P
819353893742280704,Hay promociones para sesiones románticas durante Enero y Febrero #DaniaMaciel #GenerandoRecuerdos,NEU
819313416972029952,"@Lidi_Baeza_T ay noooo una vez más sin mí, todo el corazón roto",N
819041363383697409,Que chido en 9 horas ya voy a estar en el jale otravez,P
819193872647655424,Qué triste es saber que estarás estresada por el último jalón en la universidad,N
819418557607976960,"@OyeeDanny jajajaja ay ya no te me pongas pesado, tienes que ir a más partidos",N
819416223477886976,@LEVANIA fijate q esta rola me remonta a épocas muy buenas. Me pone de buen humor.,P
819251661411520512,#ElAmorTocóAMiPuertaPero Hoy no estoy disponible YO ENCONTRÉ EL AMOR HACE 18 AÑOS A TU LADO SANTIAGO OLAVARRÍA,P
819205958232633344,@Hirwin7 para que asi te puedan hacer reír y reír ah no que jamás pláticas con alguien MENTIROSO!!!!!!,N
819402286686490624,Me da miedo cuando la gente me dice Fernanda Dudes díganme Fer Fernanda suena como si estuvieran enojados conmigo,N
819420333656641536,"Oye ya me gustaste como por casi 20 días seguidos (bueno, con sus respectivas excepciones), no sé qué está pasando",P
819325145387044865,Vi Morrissey de tendencia en Twitter y pensé 2 cosas... resultó ser la segunda y me emociona pensar que podría venir,P
817356165965369344,Amiguitaaaa @MixLizGomez buenooos diaaas!!! Excelente viernes de reyes!! A mi me trajeron la amistad d 1 d las mejores osease ud miss,P
819249528712761344,@Alan_Jz no en México no lo creo u.u pues a finales del 2016 dijeron que de nuevo para el 2017 no habría nada,N
817412441134940161,"Ay diojjj odio que el frío y ahorita en Roma están a 1 grado, alguien me elica que voy a hacer la próxima semana?",N
818631437700083713,MAMES en media hora nos cortan la luz y el agua y sin luz no hay internet JODER !!! Pinche Trump y la gasolina cara,N
813841709188739073,"Amigos, el peor fail de mi vida. Creí que era física la revista, y pues es digital. PA' QUÉ VERGAS ME PIDE LA DIRECCIÓN ENTONCES. NEMBE.",N
786190856202047488,"Si si me desperté muy temprano!!!! La verdad creo q me iré en pijama x un cafecito y me regreso a dormir jajaja Ok no, está bien!!!!",P
818840046509944832,"El chiste es reírte de todo lo que crees que es gracioso aunque no te de risa... así cree que lo quieres todo idiota y si, lo quieres.",N
817372192203804672,Ese momento en el que vuelves a soñar con la estupida que te cae gorda y te dan ganas de decirle a tu novio que la bloquee de todos lados,N
816371118307155969,@antoniocomictam esperemos y sea cierto,NEU
819273373884829700,@vinymodee ah que bien! Provecho vecino,P
819190961787936768,Como cuando no estoy acostumbrada a desayunar,N
819079348179218432,Chingado si hay moros en la costa rayosss,N
819368087724130304,"@lizzbigmc Perteeeeextos Lizzie jaja Mejórate pronto Me avisas, va?",N
819381295511994368,@RoberttStark Jajajaja pero mi voz interior quiere que lo corte.,N
819350436394086400,Lo mejor que veras hoy en @NuMusicOficial es a #JaryEnWakalaQueRico @Jaryoficial,P
819300142994046978,@Clodette___ híjole esque allá no hay guajolotas así no podría vivir allá,N
819064729322844160,"#ElAmorTocóAMiPuertaPero me volví indiferente, ahora estoy esperando alguien y no hay ni merga",N
819078363667173376,Le traje cigarros a mi hermana y como siempre se quedo dormida pinche culera,N
819251287678062592,#LasMañanasSonMejoresSi Las paso contigo Mis mejores mañanas son maravillosas estando a tu lado MI GORDO,P
819276791395123200,"Recordar es fácil para el que tiene memoria. Olvidar es difícil, para el que tiene corazón",NEU
819344207164817408,@Ignaciorobles que feo que mucha gente murió por lo que un tipo dijo. ¿qué culpa tenían? #noesjusto,N
819330745290391552,Que bueno que este año no me propuse ser más puntual porque hubiera valido verga desde ahorita ya,N
819373103906074624,@CarryOnJoshua en FB es más fácil porque todos los putos días me sale un recuerdo pendejo en mi TL,N
819229333176913921,Me siento más deprimido que carla morrison llegando al puesto de tamales y descubriendo que ya no hay de verde,N
819343974733385730,Mi comida corrida favorita costaba 35 hasta diciembre. Excelente sazón y tortillas a mano. No hay postre. Ya subió a $45,N
819248367654043648,@jassibega10 A mi tampoco me creyeron Yo cuando publico algo es porque ya están confirmados Pero hay gente que no me creyó,N
817404094977429505,"@erickcdl pues son las que te reciben y cuidan si andas malito. Y todo mundo agradece al ""doctor"", pero nunca al equipo medico",N
818945433053630464,"@lore_rzcruz la verdad que sí, si aquí en la ciudad ya está bien caro todo, me imagino allá Ya me quiero ir para allá",N
818331953149739008,"Perritos, acuerdenme mañana, por favor, ir a lavar mi camioneta, desde hace 1 mes que no la toca el agua  Por cierto, buena noche",NEU
818169727898058752,"@pilarcoutino ah no, a mi indirectas no, quieres que te diga diario que te amo? Ok y quien se largo hasta casa de las brujas? Yo?",N
816310037832417280,"Mi último café del año fue en sifón, mi primer café del año nuevo fue en clever. Mi segundo café del año es cold brew casero. Hola",P
785702223464366081,"Regresar al GYM a completar rehabilitación y darte cuenta q ""tu novio"" q no sabe que es ""tu novio"" ya no es ""tu novio"" xq ya esta mamado!",N
810117921414455296,"Días! La belleza de una persona no se mide por la forma en q luce, habla o camina, sino por la forma en q ama, ayuda y comparte.. Besitos",P
819445158743678977,Tengo ganas de algo rico,P
819303002322436096,@vanemaxima falto prendido fuego para participar,NEU
819181166313934848,@IisMgbs tu también me encantas chinita bonita,P
819378988451827714,"No hay que buscar, la indicada llegará solita",NEU
819249984193204224,@avion1976 Sii es cierto Ya están cerrados los fichajes,NEU
819271349642346496,"Hoy, será bueno comer una torta ahogada en Santa Tere",P
819196458129911808,"@jarhatpacheco @TusquetsEditor @Planetadelibros @PlanetaLibrosCo encantada con tu reseña, leeré el libro",P
819327825073283073,Ojalá Diosito me mande un buen muchacho que no sea tan pendejo,P
819047061744132096,"@TereSantana_ No puedo con esto, es la encuesta más difícil que he visto",N
818862398807351297,"@LauAlmaraz no sabia que escribias en @VivoCDMX , además de bella productora, eres escritora",P
819274161491099648,Bienvenidas Paola y Brenda Ellas van a estar haciendo su servicio social en Ollin …,NEU
819279472193138689,@manuelrdza no te vuelvo a confesar mi temor a viajar en estas condiciones del dólar alto,N
819261148692418561,Como cuando se caen los planes... otra vez pero lo bueno es que es por algo mejor.,NEU
819393866927378432,"Ah chinga, pues que no soy el centro del mundo, tienen razón, es que soy muy ridícula, dispénsenme",N
819333118322737152,"@tonioguzmanf Sorry, creo que no a todos nos gusta su sabor Cocido y con sal no está tan mal!",NEU
819331979107778560,@caelike #VerdadOretoCaeli Te reto a gritar te amo Cristofer Gonzalez el mas hermoso del mundo y te quiero muchisimo #SeQueNoLoAras,NEU
819393279271772165,@belindapop #AskBeli ¿Sabes lo que significas para la vida de muchas personas (incluido yo)? FAN desde los 7 años tengo 24,NEU
817801921339736064,"P: Guey, ¿te duele la garganta? Yo: Nope, ¿por qué? P: Roncaste bien cabrón anoche. Yo: No volveré a dormir con nadie",N
818884036349333504,"@VSCLS estimados míos, para el círculo de Lectura de Los hermanos Karamazov, ¿hay registro en línea o debo hacerlo directo en la biblio?",NEU
817387279916367873,"De verdad de verdad no quiero regresar, mi vida es tan fea en la CDMX, aquí estoy lejitos de todo y me distraigo siempre.",N
816541786827030528,Y terminando el día con una genial plática con mi compadre sin importar que él siga en Vancouver y yo acá! Jaja I'll be back!,P
816265150692872193,"Buenos días!! Si permites que tu corazón sea tu brújula, tu mente sea tu mapa y tu alma sea tu guía, entonces nunca te perderás.. Besitos",P
814562423323688960,@BTS_twt I LOVE YOU # JIMIN LO JURO ERES HERMOZO EN TODOS LOS SENTIDOS  te juro que eres el chabo mas guapo y lindo para mi,P
783672466296025088,"-No camines delante de mí, puede que no te siga. No camines detrás de mí, puede que no te guíe. Camina junto a mí y sé mi amigo!!!...",P
815417413634322432,"Le pedi a un par de amigos que calificaran su año y la mayoría fue 8, el mio está en 7 y pues que mierda pero tratare de tener uno mejor",N
818310608114302976,@AlexXtrecci ya haz algo bueno,N
819245291895476224,Que hueva hacer las primeras tareas.,N
818876291034140672,Me encanta estar sola en mi casa,P
818917605016825856,@marko_martnez1 americano es el que más me gusta,P
819370003841433600,@Jorge68639143 vaaayaaa! Y no necesitó de psicólogo como Gignac,NEU
819420320536768512,"@Frenastenico estaré al pendiente de tus siguientes covers, saludos !",NEU
819396618747314176,@lizbethCTorres bored jajaj o tal vez mi fuerte relación con netflix,NEU
819330142887550976,"@JuanGrimaldo791 no dibuje a juve por respeto, pero es muy buena idea.",P
818951241883648001,"Listo para ponerme una pedota... Bueno, sólo que acabe la película de Cantinflas.",P
819033308420079616,Cómo que mi mejor amigo se fue a Belice y no me dijo nada,N
818837085637341184,"@Brenluarte nunca te calles, si le molesta a alguien es su problema, no tuyo nena",N
819283027272597504,Ya me canse de escuchar canciones tristes pero son mis favs y pues no se puede.,NEU
819239253498593280,Lo bueno que los músculos tienen memoria - Lo malo es que los míos tienen Alzheimer #TristeHistoria,N
819308694143979520,@oscarmartin me gustaría comprar tus productos por desgracia aquí el euro está carísimo pero seguiré tus consejos gracias,N
819380201175945216,"@JosePabloCoello por orden de afición , cuáles son tus tres deportes favoritos y sus respectivos equipos Saludos José Pablo",NEU
819250426553868288,"#TengoLaFortunaDe Tener una grandiosa y hermosa familia Dios Gracias por mandarme una gran familia, un gran esposo y unos hijos",P
819332369815666688,"Al discurso de Obama le faltó el ""¿Qué hubieran hecho ustedes?"" y seguro todos lo hubieran interpretado como un toque humorístico",NEU
814454240529829891,"Buenos días!!! Cuando aprendes que la paz, la guerra, la felicidad y la tristeza están en ti… Entonces aprendes a decidir.... Besitos",P
817415104765431808,"y aclaro que asi como no todos los chilangos son asi de porros, nosotros no eramos los inadaptados, maldita ignorancia, gente sin valores",N
816693967983022080,"Yo soy de las personas a las que deben invitar a ver películas animadas, porque auqnue me gustan, nunca las veo por iniciativa propia",P
819064708607004673,@hiletrado gordo no se de ke es el mame mandame un link o ke pedito pa echarle carrilla tmb. Ando desconectado con eso del gasolinazo,N
816759910306299908,"Lo peor de que mi mejor amigo no tenga whats, es que no tengo con quien hablar de mi stalker y que me dé consejos sarcásticos",N
817451986543116290,"No sé con qué cara pedir silencio para que me dejen dormir si es la 1:23 P.M, mi mamá ya hasta regresó de trabajar, pero estoy cansada",N
817569271308058624,La mala Mi vecino al que le rento mi cajón de estacionamiento no me ha pagado. La buena Me topé a mi vecino Dr Guapo en el elevador.,NEU
812688167837044736,"Esa sensación cuando cambiarás de cel a uno q' ya no es muy funcional pero amas a uno nuevo que no es la gran cosa, pero ps es lo que hay",NEU
818301341114257409,@KitzyaGarcia quiero verla de nuevo,P
819267092440633353,Perdimos nuestro corazón rojo en snap,N
818745886624935936,@viridianapd yo tmb no me pongas sentimental,N
819416445922721793,@carmengrr cámara que bueno saber de ti!! Beso,P
819230746120437761,"Adivinen qué, mi mal presentimiento se está haciendo realidad.",N
819394440406167552,Primer día de gym por 1736492 vez en mi vida,P
819244103435251712,Como cuando tu amiga te recuerda tu peor frase de ligue,N
819403185089642496,"@botmanual creo que no existe, hasta el vídeo original está en baja",N
819270331777110018,@Oye897 mi voto Para favorito de #ElPadreDeTodosLosEventos2017 es para mi amor platónico @_CarlosRivera,P
819053912669978624,"@LezlyCarolinaM que aco, bueno, veré si mi primo Roqy gusta acompañarme a ese evento",NEU
819194661420040192,Oooraaaa pronovis *yo cuando ya voy a salirme de la regadera con agua super calientita,P
819266157135826944,No había estado tan triste desde que richard hammond y jeremy clarkson dejaron top gear BBC,N
819232837236703232,"@eu_geneia eso me digo a mi misma todos los días, pero nunca entra en el presupuesto mensual",N
